X,Y,OBJECTID,STATUS,NAME,ACISA,ISNUM,INT_,STAGE,N7,SECT,COMMCAB,COMMLINE,SWITCH,FDRPAIR,VPAIR,TRUNK,TRNKPAIR,DIST,DISTPAIR,SUBFEED,SUBFEEDPR,CHANNUM,COMMENTS,REVNUM,CONT_TYPE,SPACE_,B,TSNUM,QUICNETID
-77.087851958827144,38.959131355648346,1001,M,"WESTERN AVE AND GEICO ENTRANCE, NW",6145,1250,1250,5, ,685,12-F12I,623,3,"PR(03,04)",12,050-T12,"PR(42,43)", , ,25-F12H,"PR(07,08)",18, ,3,INTERVAL, , , ,1304
-77.087585717423266,38.959369373566396,1002,M,"WESTERN AVE AND JENIFER ST, NW",6146,1251,1251,5, ,685,12-F12I,623,4,"PR(03,04)",12,050-T12,"PR(42,43)", , ,25-F12H,"PR(07,08)",18, ,2,INTERVAL, , , ,1305
-77.08374018370769,38.962319144493769,1003,M,"WESTERN AVE AND LISNER HOME ENT, NW",6147,1287,0,0, ,685,12-F12I,622,7,"PR(01,02)",12,050-T12,"PR(40,41)", , ,25-F12H,"PR(05,06)",17, ,0,INTERVAL, , , ,1343
-77.07816708263357,38.966709184904985,1004,M,"WESTERN AVE AND OLIVER ST, NW",6148,1252,1252,5, ,687,12-F13E,630,6,"PR(07,08)",12,100-T13,"PR(32,33)", , , , ,12, ,0,INTERVAL, , , ,1341
-77.091249199442103,38.956484557048796,1005,M,"WESTERN AVE AND RIVER RD, NW",6149,1253,1253,5, ,685,12-F12I,623,5,"PR(03,04)",12,050-T12,"PR(42,43)", , ,25-F12H,"PR(07,08)",18, ,2,INTERVAL, , , ,1306
-77.085734974372542,38.960790006074021,1006,M,WESTERN AVE AND WISCONSIN & MILITAR,6150,1254,1254,5, ,685,12-F12I,623,6,"PR(03,04)",12,050-T12,"PR(42,43)", , ,25-F12H,"PR(07,08)",18, ,0,INTERVAL, , , ,1307
-77.084633890590837,38.961656628201581,1007,M,"WESTERN AVE AND WISCONSIN CIRCLE, N",6151,1290,0,0, ,685,12-F12I,622,6,"PR(01,02)",12,050-T12,"PR(40,41)", , ,25-F12H,"PR(05,06)",17, ,0,ACTUATED, , , ,1345
-77.085299839378237,38.961126449568326,1008,M,"WESTERN AVENUE AND MILITARY ROAD, N",6152,1353,0,0, ,685,12-F12I,623,7,"PR(03,04)",12,050-T12,"PR(42,43)", , ,25-F12H,"PR(07,08)",18, ,1,INTERVAL, , , ,1354
-76.989486493115123,38.833469999842109,1009,M,"WHEELER RD AND BARNABY ST, SE",6153,1084,1084,4, ,462,12-F08Q,445,2,"PR(05,06)",12,100-T08,"PR(82,83)",50-D08M,"PR(07,08)",25-F08P,"PR(07,08)",31, ,0,INTERVAL, , , ,909
-76.993564917977395,38.838812311338273,1010,M,"WHEELER RD AND MISSISSIPPI AVE, SE",6154,1085,1085,4, ,462,12-F08Q,445,3,"PR(05,06)",12,100-T08,"PR(82,83)",50-D08M,"PR(07,08)",25-F08P,"PR(07,08)",31, ,0,INTERVAL, , , ,910
-76.987328362450882,38.832116624354981,1011,M,"WHEELER RD AND SOUTHERN AVE, SE",6155,1086,1086,4, ,462,12-F08Q,445,4,"PR(05,06)",12,100-T08,"PR(82,83)",50-D08M,"PR(07,08)",25-F08P,"PR(07,08)",31, ,2,INTERVAL, , , ,911
-76.993199641523049,38.836715122214265,1012,M,"WHEELER RD AND VALLEY AVE, SE",6156,1087,1087,4, ,462,12-F08Q,445,5,"PR(05,06)",12,100-T08,"PR(82,83)",50-D08M,"PR(07,08)",25-F08P,"PR(07,08)",31, ,0,INTERVAL, , , ,912
-76.990820377952218,38.834346869824927,1013,M,"WHEELER RD AND WAHLER PL, SE",6157,1088,1088,4, ,462,12-F08Q,445,6,"PR(05,06)",12,100-T08,"PR(82,83)",50-D08M,"PR(07,08)",25-F08P,"PR(07,08)",31, ,1,INTERVAL, , , ,913
-77.076001238767432,38.941316185285068,1014,M,WISC AVE & FRIENDSHIP PO (3900 WISC,6158,1262,1262,5, ,685,25-F12H,620,1,"PR(01,02)",25,050-T12,"PR(36,37)", , ,25-F12H,"PR(01,02)",15, ,4,ACTUATED, , , ,1315
-77.068754355207602,38.916973504359419,1015,M,"WISC AVE & WHITEHAVEN ST, WHTHVEN P",6159,1279,1279,5, ,691,12-F12D,613,6,"PR(03,04)",12,050-T12,"PR(15,16)", , , , ,8, ,0,INTERVAL, , , ,1332
-77.080400826327391,38.949692534736123,1016,M,"WISCONSIN AVE AND BRANDYWINE ST, NW",6203,1256,1256,5, ,685,12-F12I,622,1,"PR(01,02)",12,050-T12,"PR(40,41)", , ,25-F12H,"PR(05,06)",17, ,0,INTERVAL, , , ,1309
-77.07290958258595,38.922551286081813,1017,M,WISCONSIN AVE AND CALVERT ST & 37 S,6205,1257,1257,5, ,691,12-F12D,613,2,"PR(03,04)",12,050-T12,"PR(15,16)", , , , ,8, ,1,INTERVAL, , , ,1310
-77.081286986963974,38.952073980924219,1018,M,"WISCONSIN AVE AND DAVENPORT ST, NW",6234,1258,1258,5, ,685,12-F12I,622,2,"PR(01,02)",12,050-T12,"PR(40,41)", , ,25-F12H,"PR(05,06)",17, ,0,INTERVAL, , , ,1311
-77.063450145225616,38.907616440869234,1019,M,WISCONSIN AVE AND DUMBARTON ST & O,6235,1259,1259,5, ,691,12-F12D,612,2,"PR(01,02)",12,050-T12,"PR(13,14)", , , , ,7, ,1,INTERVAL, , , ,1312
-77.073190631904367,38.92470382965049,1020,M,"WISCONSIN AVE AND EDMUNDS ST, NW",6236,1260,1260,5, ,691,12-F12D,613,3,"PR(03,04)",12,050-T12,"PR(15,16)", , , , ,8, ,1,ACTUATED, , , ,1313
-77.082634057116152,38.954708136819804,1021,M,"WISCONSIN AVE AND FESSENDEN ST, NW",6237,1261,1261,5, ,685,12-F12I,622,3,"PR(01,02)",12,050-T12,"PR(40,41)", , ,25-F12H,"PR(05,06)",17, ,1,INTERVAL, , , ,1314
-77.073191925195218,38.92753676534776,1022,M,"WISCONSIN AVE AND GARFIELD ST, NW",6238,1263,1263,5, ,689,12-F12D,614,4,"PR(05,06)",12,050-T12,"PR(17,18)", , , , ,9, ,3,INTERVAL, , , ,1316
-77.071437435436252,38.920142017153864,1023,M,"WISCONSIN AVE AND HALL PL, NW",6239,1264,1264,5, ,691,12-F12D,613,4,"PR(03,04)",12,050-T12,"PR(15,16)", , , , ,8, ,0,INTERVAL, , , ,1317
-77.083819683072946,38.957031696620462,1024,M,"WISCONSIN AVE AND HARRISON ST, NW",6240,1265,1265,5, ,685,12-F12I,622,4,"PR(01,02)",12,050-T12,"PR(40,41)", , ,25-F12H,"PR(05,06)",17, ,0,INTERVAL, , , ,1318
-77.084848453574708,38.959048806108861,1025,M,"WISCONSIN AVE AND JENIFER ST, NW",6241,1266,1266,5, ,685,12-F12I,622,5,"PR(01,02)",12,050-T12,"PR(40,41)", , ,25-F12H,"PR(05,06)",17, ,2,INTERVAL, , , ,1319
-77.062813781043417,38.905184412576652,1026,M,"WISCONSIN AVE AND M ST, NW",6242,1267,1267,5, ,693,12-F12A,606,5,"PR(01,02)",12,050-T12,"PR(01,02)", , , , ,1, ,3,INTERVAL, , , ,1320
-77.072417443305852,38.933491742466359,1027,M,"WISCONSIN AVE AND MACOMB ST, NW",6243,1268,1268,5, ,685,25-F12H,620,2,"PR(01,02)",25,050-T12,"PR(36,37)", , ,25-F12H,"PR(01,02)",15, ,2,INTERVAL, , , ,1321
-77.073164204068547,38.928619041886407,1028,M,WISCONSIN AVE AND MASSACHUSETTS AVE,6243,1269,1269,5, ,689,12-F12D,614,5,"PR(05,06)",12,050-T12,"PR(17,18)", , , , ,9, ,1,INTERVAL, , , ,1322
-77.063038785741696,38.906832630752554,1029,M,"WISCONSIN AVE AND N ST, NW",6244,1270,1270,5, ,691,12-F12D,612,3,"PR(01,02)",12,050-T12,"PR(13,14)", , , , ,7, ,1,INTERVAL, , , ,1323
-77.072507077849338,38.934643939387605,1030,M,"WISCONSIN AVE AND NEWARK ST, NW",6245,1271,1271,5, ,685,25-F12H,620,3,"PR(01,02)",25,050-T12,"PR(36,37)", , ,25-F12H,"PR(01,02)",15, ,2,INTERVAL, , , ,1324
-77.064283561122906,38.909189437544725,1031,T,"WISCONSIN AVE AND P ST, NW",6246,1272,1272,5, ,691,12-F12D,612,4,"PR(01,02)",12,050-T12,"PR(13,14)", , , , ,7, ,2,INTERVAL, , , ,1325
-77.07379526354714,38.937294727256528,1032,M,"WISCONSIN AVE AND PORTER ST, NW",6247,1273,1273,5, ,685,25-F12H,620,4,"PR(01,02)",25,050-T12,"PR(36,37)", , ,25-F12H,"PR(01,02)",15, ,1,INTERVAL, , , ,1326
-77.062835685147689,38.906033861491984,1033,M,"WISCONSIN AVE AND PROSPECT ST, NW",6248,1393,0,5, ,691,12-F12D,612,7,"PR(01,02)",12,050-T12,"PR(13,14)", , , , ,7, ,0,INTERVAL, , , ,1336
-77.06514115817059,38.910813689866103,1034,T,"WISCONSIN AVE AND Q ST, NW",6249,1274,1274,5, ,691,12-F12D,612,5,"PR(01,02)",12,050-T12,"PR(13,14)", , , , ,7, ,2,INTERVAL, , , ,1327
-77.066686861578347,38.913734962077562,1035,M,"WISCONSIN AVE AND R ST, NW",6250,1275,1275,5, ,691,12-F12D,612,6,"PR(01,02)",12,050-T12,"PR(13,14)", , , , ,7, ,1,INTERVAL, , , ,1328
-77.075038838292258,38.939552496298703,1036,M,"WISCONSIN AVE AND RODMAN ST, NW",6251,1276,1276,5, ,685,25-F12H,620,5,"PR(01,02)",25,050-T12,"PR(36,37)", , ,25-F12H,"PR(01,02)",15, ,3,ACTUATED, , , ,1329
-77.076508905356093,38.942223673901289,1037,M,"WISCONSIN AVE AND UPTON ST, NW",6252,1310,0,0, ,606,25-F12H,620,7,"PR(01,02)",25,050-T12,"PR(36,37)", , ,25-F12H,"PR(01,02)",15, ,1,INTERVAL, , , ,1351
-77.077030965072083,38.943170012447837,1038,M,"WISCONSIN AVE AND VAN NESS ST, NW",6253,1277,1277,5, ,685,25-F12H,621,5,"PR(03,04)",25,050-T12,"PR(38,39)", , ,25-F12H,"PR(03,04)",16, ,3,INTERVAL, , , ,1330
-77.070642451788288,38.919205543977064,1039,M,"WISCONSIN AVE AND W PL, NW",6253,1278,1278,5, ,691,12-F12D,613,5,"PR(03,04)",12,050-T12,"PR(15,16)", , , , ,8, ,0,INTERVAL, , , ,1331
-77.072652123533842,38.931878839270858,1040,M,"WISCONSIN AVE AND WOODLEY RD, NW",6254,1280,1280,5, ,685,25-F12H,620,6,"PR(01,02)",25,050-T12,"PR(36,37)", , ,25-F12H,"PR(01,02)",15, ,0,INTERVAL, , , ,1333
-77.08195612546173,38.953360841296174,1041,M,"WISCONSIN AVE,ELLICOTTT,42ND ST NW",7001,1394,0,5, ,685,12-F12I,622,8,"PR(01,02)",12,050-T12,"PR(40,41)", , ,25-F12H,"PR(05,06)",17, ,0,INTERVAL, , , ,1337
-77.079676096593843,38.947917048186852,1042,M,"WISCONSON AVE,ALBEMARLE & SEARS CRO",7003,1255,1255,5, ,685,25-F12H,621,4,"PR(03,04)",25,050-T12,"PR(38,39)", , ,25-F12H,"PR(03,04)",16, ,3,INTERVAL, , , ,1308
-77.082853991356359,38.96306803771499,1043, ,"WESTERN AVE,LIVINGSTON ST NW",6237,0,0,5, ,0, ,0,0, , , , , , , , ,0, ,0, , , , ,0
-77.025967116639762,38.88758611986988,1044, , ,0,0,0,0, ,0, ,0,0, , , , , , , , ,0, ,0, , , , ,213
-77.048439319008509,38.887082744111247,1045, ,EB INDEP AVE & DANIEL F. DR SW,1188,371,0,0, ,0, ,0,0, , , , , , , , ,0, ,0, , , , ,1361
-77.048369977735717,38.887354465648258,1046, ,WB INDEP AVE & DANIEL F. DR SW,1240,1401,0,0, ,0, ,0,0, , , , , , , , ,0, ,0, , , , ,1358
-77.042237555700723,38.886846069058237,1047, ,"EB INDEP AVE & W BASIN DR, SW",1004,1405,0,0, ,0, ,0,0, , , , , , , , ,0, ,0, , , , ,1357
-77.006768388448592,38.89592733041242,1048,M,"DELAWARE AVE AND MASS AVE(W/B), NE",4142,400,400,1, ,220,12-F02E,212,4,"PR(01,02)",12,100-T02,"PR(28,29)",50-D02A,"PR(13,14)",25-F02B,"PR(13,14)",11, ,4,INTERVAL, , ,63.2,423
-77.043448761199826,38.909557287254025,1049,T,"DUPONT CIRCLE, NW",4143,381,381,1, ,101,25-F13A,112,4,"PR(01,02)",25,100-T13,"PR(01,02)", , ,25-F13A,"PR(01,02)",1, ,0,INTERVAL, , , ,194
-76.991533193862438,38.890374189599633,1050,M,"E CAPITOL & 11TH ST & MASS AVE, NE",4144,763,0,0, ,450,12-F02W,411,7,"PR(01,02)",12,100-T02,"PR(86,87)",50-D02B,"PR(30,31)",25-F02U,"PR(05,06)",33, ,0,INTERVAL, , , ,945
-76.991546699891913,38.889233459843766,1051,M,E CAPITOL & 11TH ST & N CAROLINA AV,4145,761,0,0, ,450,12-F02W,411,6,"PR(01,02)",12,100-T02,"PR(86,87)",50-D02B,"PR(30,31)",25-F02U,"PR(05,06)",33, ,1,INTERVAL, , ,160.3,944
-76.991535081695829,38.889812526489976,1052,M,E CAPITOL ST & 11 ST,4146,755,755,2, ,450,12-F02W,411,5,"PR(01,02)",12,100-T02,"PR(86,87)",50-D02B,"PR(30,31)",25-F02U,"PR(05,06)",33, ,1,INTERVAL, , ,160.2,942
-76.988322749337414,38.889802673675582,1053,M,"E CAPITOL ST & 13th ST,MASS AVE & N",4147,756,756,2, ,450,12-F07E,415,4,"PR(05,06)",12,100-T07,"PR(30,31)", , , , ,11, ,2,INTERVAL, , ,267-D,943
-76.985507872642003,38.889810393875713,1054,M,E CAPITOL ST & 14TH ST,4148,757,757,2, ,339,12-F07I,346,4,"PR(01,02)",12,100-T07,"PR(40,41)", , ,25-F07H,"PR(03,04)",16, ,3,INTERVAL, , ,858,719
-76.983647488043019,38.889808706937131,1055,M,E CAPITOL ST & 15TH ST,4149,758,758,2, ,339,12-F07I,346,5,"PR(01,02)",12,100-T07,"PR(40,41)", , ,25-F07H,"PR(03,04)",16, ,3,INTERVAL, , ,859,720
-76.980766312184826,38.889807817682545,1056,M,E CAPITOL ST & 17TH ST,4150,759,759,2, ,339,12-F07I,346,6,"PR(01,02)",12,100-T07,"PR(40,41)", , ,25-F07H,"PR(03,04)",16, ,2,INTERVAL, , ,860-A,721
-76.977259348792018,38.889806124646348,1057,M,E CAPITOL ST & 19TH ST,4151,760,760,2, ,339,12-F07J,349,5,"PR(05,06)",12,100-T07,"PR(46,47)", , ,25-F07H,"PR(09,10)",19, ,2,INTERVAL, , ,861-B,722
-77.003516952657733,38.889816014062127,1058,M,E CAPITOL ST & 2ND ST,4152,749,749,2, ,450,12-F08H,428,1,"PR(01,02)",12,100-T08,"PR(34,35)", , , , ,14, ,2,INTERVAL, , ,399-A,807
-77.002042130634067,38.889815959099352,1059,M,E CAPITOL ST & 3RD ST,4153,750,750,2, ,450,12-F08H,428,2,"PR(01,02)",12,100-T08,"PR(34,35)", , , , ,14, ,2,INTERVAL, , ,848-A,808
-77.000581601530897,38.889815435025916,1060,M,E CAPITOL ST & 4TH ST,4154,751,751,2, ,450,12-F08H,428,3,"PR(01,02)",12,100-T08,"PR(34,35)", , , , ,14, ,2,INTERVAL, , ,872,809
-76.998448037199694,38.88981623695539,1061,M,E CAPITOL ST & 6TH ST,4155,752,752,2, ,450,12-F08H,429,1,"PR(03,04)",12,100-T08,"PR(36,37)", , , , ,15, ,2,INTERVAL, , ,873-A,810
-76.994964598810228,38.889813706530667,1062,M,E CAPITOL ST & 8TH ST,4156,753,753,2, ,450,12-F08H,429,2,"PR(03,04)",12,100-T08,"PR(36,37)", , , , ,15, ,0,INTERVAL, , ,651,811
-76.993759267733594,38.889811666529951,1063,M,E CAPITOL ST & 9TH ST,4157,754,754,2, ,450,12-F08H,429,3,"PR(03,04)",12,100-T08,"PR(36,37)", , , , ,15, ,2,INTERVAL, , ,134,812
-76.953088372586052,38.889769794384264,1064,M,E CAPITOL ST & MINNESOTA AVE & RIDG,4158,1102,1102,4, ,455,12-F07V,426,5,"PR(01,02)",12,100-T07,"PR(94,95)",50-D07,"PR(19,20)", , ,38, ,1,INTERVAL, , , ,924
-76.961872440330495,38.889812475488121,1065,M,E CAPITOL ST AND ANACOSTIA RIVER,4159,1094,1094,4, ,455,12-F07V,0,4,"PR(01,02)",12,100-T07,"PR(94,95)",50-D07,"PR(19,20)", , ,38, ,0,INTERVAL, , , ,0
-77.036846449584857,38.895204504669415,1066,M,E ST @ ELLIPSE EAST BOUND,4160,1351,0,0, ,105,12-F06A,111,5,"PR(07,08)",12,050-T06,"PR(07,08)", , , , ,4, ,0,ACTUATED, , , ,242
-77.036143805222181,38.895200688449769,1067,M,"E ST @ ELLIPSE WEST BOUND    ,NW",4161,1352,0,0, ,105,12-F06A,111,6,"PR(07,08)",12,050-T06,"PR(07,08)", , , , ,4, ,0,ACTUATED, , , ,243
-77.032932374930894,38.884000792589582,1068,M,"EAST BASIN DR AND MAINE AVE, SW",4162,471,471,1, ,108,25-F13S,140,5,"PR(07,08)",25,100-T13,"PR(90,91)",50-D13K,"PR(32,33)",25-F13S,"PR(07,08)",35, ,4,INTERVAL, , ,198-C,226
-77.005918048506572,38.88981961048065,1069,M,EAST CAPITOL ST AND 1ST ST,4163,501,501,1, ,221,12-F08C,244,6,"PR(07,08)",12,100-T08,"PR(17,18)", , ,25-F08C,"PR(07,08)",9, ,3,INTERVAL, , ,55-H,483
-76.932738223746625,38.88976990242724,1070,M,EAST CAPITOL ST AND 49TH ST,4164,1095,1095,4, ,456,12-F07S,422,1,"PR(05,06)",12,100-T07,"PR(86,87)",50-D07,"PR(11,12)",25-F07R,"PR(03,04)",34, ,0,INTERVAL, , , ,917
-76.930152888158787,38.889770529123574,1071,M,EAST CAPITOL ST AND 50TH ST,4165,1096,1096,4, ,456,12-F07S,422,2,"PR(05,06)",12,100-T07,"PR(86,87)",50-D07,"PR(11,12)",25-F07R,"PR(03,04)",34, ,1,INTERVAL, , , ,918
-76.926057267765444,38.889767251628548,1072,M,EAST CAPITOL ST AND 53RD ST,4166,1097,1097,4, ,456,12-F07S,422,3,"PR(05,06)",12,100-T07,"PR(86,87)",50-D07,"PR(11,12)",25-F07R,"PR(03,04)",34, ,0,INTERVAL, , , ,919
-76.922887485187019,38.889761742877901,1073,M,EAST CAPITOL ST AND 55TH ST,4167,1098,1098,4, ,456,12-F07S,423,2,"PR(07,08)",12,100-T07,"PR(88,89)",50-D07,"PR(13,14)",25-F07R,"PR(05,06)",35, ,1,INTERVAL, , , ,920
-76.920703889672282,38.889757506379169,1074,M,EAST CAPITOL ST AND 56TH PL,4168,1099,1099,4, ,456,12-F07S,423,3,"PR(07,08)",12,100-T07,"PR(88,89)",50-D07,"PR(13,14)",25-F07R,"PR(05,06)",35, ,0,ACTUATED, , , ,921
-76.917782624505264,38.889768152539446,1075,M,EAST CAPITOL ST AND 58TH ST,4169,1100,1100,4, ,456,12-F07S,423,4,"PR(07,08)",12,100-T07,"PR(88,89)",50-D07,"PR(13,14)",25-F07R,"PR(05,06)",35, ,0,INTERVAL, , , ,922
-76.937545199671447,38.889779408826136,1076,M,EAST CAPITOL ST AND BENNING RD,4170,1101,1101,4, ,456,25-F07R,421,3,"PR(01,02)",25,100-T07,"PR(84,85)",50-D07,"PR(09,10)",25-F07R,"PR(01,02)",33, ,1,INTERVAL, , , ,923
-76.913388360212309,38.889757716196833,1077,M,EAST CAPITOL ST AND SOUTHERN AVE,4171,1103,1103,4, ,456,12-F07S,423,5,"PR(07,08)",12,100-T07,"PR(88,89)",50-D07,"PR(13,14)",25-F07R,"PR(05,06)",35, ,2,INTERVAL, , , ,925
-76.948266639045599,38.889795846583809,1078,M,EAST CAPITOL ST AND STODDERT PL,4172,1104,1104,4, ,455,12-F07V,426,6,"PR(01,02)",12,100-T07,"PR(94,95)",50-D07,"PR(19,20)", , ,38, ,2,ACTUATED, , , ,926
-76.952440383871675,38.8906704871805,1079,M,"EAST CAPITOL ST, AMES ST, MN AVE.",4173,1345,1345,6, ,400,12-F07V,0,4,"PAIR(1,2)", , , , , , , ,0, ,0,INTERVAL, , , ,953
-77.035025997729093,38.895448642004268,1080,M,"EAST EXECUTIVE AVE AND E ST, NW",4174,356,356,1, ,105,12-F06A,111,5,"PR(07,08)",12,050-T06,"PR(07,08)", , , , ,4, ,3,INTERVAL, , ,389-A,181
-76.934312794810737,38.912369217526205,1081,T,"EASTERN AVE AND KENILWORTH AVE, NE",4175,996,996,4, ,454,12-F07Q,418,3,"PR(01,02)",12,100-T07,"PR(78,79)",50-D07,"PR(03,04)", , ,30, ,1,INTERVAL, , , ,826
-76.973989129129322,38.943018731142608,1082,T,"EASTERN AVE AND VARNUM ST, NE",4176,621,621,2, ,332,12-F01T,316,1,"PR(01,02)",12,100-T01,"PR(55,56)",50-D01,"PR(28,29)",25-F01S,"PR(03,04)",20, ,1,INTERVAL, , , ,649
-77.001497812856471,38.964952696570087,1083,M,"EASTERN AVE, CHILLUM RD, RITTENHOUS",4177,947,947,3, ,573,25-F14D,535,2,"PR(03,04)",25,100-T14,"PR(28,29)", , ,25-F14D,"PR(03,04)",9, ,2,INTERVAL, , , ,1144
-76.911223289029152,38.894329076410756,1084,M,"EASTERN AVE., DIX ST.,& 63RD ST.,NE",4178,995,995,0, ,400,12F7Q,420,6,"PR(05,06)", ,100-T07,"PR(82,83)",050-D07,"PR(07,08)", , ,0, ,3,INTERVAL, , , ,749
-77.031965528126705,38.897356707937725,1085,M,"F ST PED XING E OF 14TH ST,NW",4179,1376,1048,4, ,105,* TEC *,111,5, , , , , , , , ,0, ,0,ACTUATED, , , ,245
-76.996014088265554,38.863029619261923,1086,M,"FIRTH STERLING AVE AND HOWARD RD, S",4180,1029,1029,4, ,461,12-F08N,441,1,"PR(05,06)",12,100-T08,"PR(67,68)", , , , ,27, ,1,INTERVAL, , , ,859
-77.040428770193259,38.917784498085496,1087,M,"FLORIDA AVE AND CALIFORNIA ST, NW",4181,1210,1210,5, ,101,12-F13D,117,6,"PR(03,04)",12,100-T13,"PR(11,12)", , ,25-F13A,"PR(11,12)",6, ,2,INTERVAL, , , ,0
-77.004595073609636,38.908904883363718,1088,M,"FLORIDA AVE AND NEW YORK AVE, NE",4182,401,401,1, ,331,12-F02A,328,3,"PR(07,08)",12,100-T02,"PR(07,08)", , , , ,4, ,2,INTERVAL, , ,175-K,532
-77.006373160241196,38.90965572652275,1089,M,"FLORIDA AVE AND P ST, NE",4183,1288,0,0, ,331,12-F02A,328,4,"PR(07,08)",12,100-T02,"PR(07,08)", , , , ,4, ,2,ACTUATED, , , ,738
-77.047555134789206,38.91261581326421,1090,T,"FLORIDA AVE AND R ST, NW",4184,357,357,1, ,101,12-F13C,115,3,"PR(03,04)",12,100-T13,"PR(07,08)", , ,25-F13A,"PR(07,08)",4, ,2,INTERVAL, , ,854-A,182
-77.02441186551448,38.918409084680782,1091,M,FLORIDA AVE AND VERMONT AVE & V ST,4185,981,981,3, ,579,12-F04I,519,4,"PR(07,08)",12,100-T04,"PR(57,58)", , , , ,20, ,2,INTERVAL, , ,107-C,1164
-76.993137428480495,38.90400809465536,1092,M,"FLORIDA AVE AND WEST VA. AVE, NE",4186,622,622,2, ,336,12-F07L,352,4,"PR(01,02)",12,100-T07,"PR(55,56)", , , , ,22, ,4,INTERVAL, , ,611-D,650
-77.090256328179237,38.927536453043238,1093,M,"FOXHALL RD AND GARFIELD ST, NW",4188,1211,1211,5, ,689,12-F12G,618,1,"PR(03,04)",12,050-T12,"PR(32,33)", , , , ,13, ,1,ACTUATED, , , ,1268
-77.083890634414317,38.910662823345362,1094,M,"FOXHALL RD AND Q ST, NW",4189,1212,1212,5, ,692,12-F12C,608,1,"PR(01,02)",12,050-T12,"PR(05,06)", , ,25-F12B,"PR(03,04)",3, ,2,INTERVAL, , , ,1269
-77.085049670799904,38.91243420620016,1095,M,"FOXHALL RD AND RESERVOIR RD, NW",4190,1213,1213,5, ,692,12-F12C,608,2,"PR(01,02)",12,050-T12,"PR(05,06)", , ,25-F12B,"PR(03,04)",3, ,0,INTERVAL, , , ,1270
-76.992432110327954,38.925591664050522,1096,M,"FRANKLIN ST AND 10TH ST, NE",4191,623,623,2, ,334,12-F01P,311,1,"PR(01,02)",12,100-T01,"PR(40,41)",50-D01,"PR(07,08)", , ,16, ,1,ACTUATED, , ,1182,651
-76.99044256021287,38.925532784079074,1097,M,"FRANKLIN ST AND 12TH ST, NE",4192,624,624,2, ,334,12-F01P,311,2,"PR(01,02)",12,100-T01,"PR(40,41)",50-D01,"PR(07,08)", , ,16, ,1,INTERVAL, , ,1132-A,652
-76.988116711886192,38.925589323170747,1098,M,"FRANKLIN ST AND 13TH ST, NE",4196,625,625,2, ,334,12-F01P,311,3,"PR(01,02)",12,100-T01,"PR(40,41)",50-D01,"PR(07,08)", , ,16, ,0,INTERVAL, , ,498-A,653
-76.985801111586312,38.925706443199644,1099,M,"FRANKLIN ST AND 14TH ST, NE",4200,626,626,2, ,334,12-F01P,311,4,"PR(01,02)",12,100-T01,"PR(40,41)",50-D01,"PR(07,08)", , ,16, ,0,INTERVAL, , ,1172,654
-76.978997521075243,38.925586148532311,1100,M,"FRANKLIN ST AND 18TH ST, NE",4201,627,627,2, ,334,12-F01N,310,1,"PR(01,02)",12,100-T01,"PR(38,39)",50-D01,"PR(05,06)", , ,15, ,0,INTERVAL, , ,1004,655
-76.976225149680715,38.92558255463635,1101,M,"FRANKLIN ST AND 20TH ST, NE",4219,628,628,2, ,334,12-F01N,310,2,"PR(01,02)",12,100-T01,"PR(38,39)",50-D01,"PR(05,06)", , ,15, ,0,INTERVAL, , ,1392,656
-77.000572668555279,38.925598843944051,1102,M,"FRANKLIN ST AND 4TH ST,NE",4220,948,948,3, ,333,12-F01Z,324,2,"PR(05,06)",12,100-T01,"PR(84,85)", , ,25-F01X,"PR(09,10)",32, ,2,INTERVAL, , , ,724
-76.996175390254365,38.925589324108358,1103,M,"FRANKLIN ST AND 7TH ST,NE",4221,949,949,3, ,334,12-F01Z,324,3,"PR(05,06)",12,100-T01,"PR(84,85)", , ,25-F01X,"PR(09,10)",32, ,0,INTERVAL, , ,1129-C,725
-77.002446211583234,38.925601972623518,1104,M,"FRANKLIN ST AND LINCOLN RD,NE",4222,950,950,3, ,333,12-F01Z,324,4,"PR(05,06)",12,100-T01,"PR(84,85)", , ,25-F01X,"PR(09,10)",32, ,1,INTERVAL, , ,271-B,726
-76.97217026510593,38.925586433861042,1105,M,FRANKLIN ST AND MILLS AVE AND 24TH,4223,629,629,2, ,334,12-F01N,310,3,"PR(01,02)",12,100-T01,"PR(38,39)",50-D01,"PR(05,06)", , ,15, ,1,INTERVAL, , ,1434,657
-77.028031316638376,38.956223947189109,1106,M,"GEORGIA AVE  AND KENNEDY ST,NW",4224,900,900,3, ,576,12-F14H,539,5,"PR(01,02)",12,100-T14,"PR(51,52)",50-D14K,"PR(01,02)", , ,13, ,1,INTERVAL, , ,753-B,1098
-77.02660009079041,38.98428729275544,1107,M,GEORGIA AVE & ALASKA AVE & KALMIA R,4225,882,882,3, ,571,12-F14L,549,1,"PR(01,02)",12,100-T14,"PR(82,83)",50-D14K,"PR(21,22)", , ,23, ,0,INTERVAL, , , ,1080
-77.026888998128754,38.973624461334644,1108,M,GEORGIA AVE & BUTTERNUT ST & W R HO,4227,885,885,3, ,571,12-F14L,549,2,"PR(01,02)",12,100-T14,"PR(82,83)",50-D14K,"PR(21,22)", , ,23, ,1,INTERVAL, , ,843-A,1083
